userName,content,score,thumbsUpCount,at,sentiment_label
김인규,앱업뎃하고나서 도대체왜 푸루같은 쓰레기기능을 내지갑버튼이랑 겹치게해서 들어갈때마다 쓰잘데기1도없는 푸루를 계속봐야하죠? 저거위치좀옮겨요,1,1,2022-10-15 08:58:46,0
yuseung sim,쓸모 없는 선택 강요.,1,0,2024-05-21 13:09:28,0
김대영,별하나도 아깝네요... 10만원 충전했는데 시스템오류 떠서 돈은 출금되고 충전은 안되네요....,1,0,2023-03-03 19:46:12,0
이동현,우편함 이든 집으로 배송 이 안됐는데 배송완료??? 뭐하는짓 이지,1,1,2022-12-21 09:51:36,0
raphael,와이파이로 연결시 연결오류가 발생합니다. 여자친구 폰도 동일한 증상입니다 LTE로는 접근가능합니다,1,0,2023-07-04 21:12:18,0
우치하마다라,겁나 사람 귀찮게 하네 동영상 보고 끝네야지 뭐또 하라는건데 사람 짜증나게 ㅡㅡ,1,0,2023-06-13 16:29:58,0
연수이,해외에서는 실행이 안되나요? 해외출장중이라 지원금 신청하려면 카드발급 받아야하는데 어플자체가 [네트워크연결이 안되어있거나 앱이용이 차단된 환경일수 있습니다.] 보안 오류만뜨고 실행이안됩니다.,1,0,2023-03-23 15:02:44,0
의정부,경기도에선 고종광무태황제의 개혁으로 인하여 양에서 원으로 화폐가 바뀌었다. 그러나 이 앱은 순종융희효황제의 뜻을 잇지 못한 것 같다. 대한제국의 명예를 수호하라.,1,0,2023-10-26 20:33:01,0
정옥,지역설정에 성남시는 왜 없나요?,1,0,2024-07-08 23:52:53,0
ttlyppqwert Gotxct,이거 난로 싸게 이걸로 산 다음 카드잔액 표시도 남이 헤벼간거처럼 안보이고 돈도 빼돌린 저질앱,1,0,2023-07-27 10:59:06,0
Ashuley Ban,앱상에 휴면계정 접속 오류가 있어 수정 중인 것으로 고객센터에서 안내를 받았는데요. 오늘 중으로 수정 예정으로 전달 받았는데 아직 안되네요. 휴면상태에 대해서 지역화폐 고객센터(1899-7997) 상담원 연결을 통해 해결이 가능합니다. 라고 안내하는데 정작 힘들게 상담원 연결이 되어도 현재는 해결할 수 없다고 안내되고 있습니다. 앱시스템 상에 휴면계정 처리 오류가 있다면 고객센터에서 수동으로 해제할 수 있게 처리가 되어야 하는게 아닌가요? 고객센터로 안내를 계속 하는데 고객센터 전화 연결이 얼마나 힘든지 해본 사람들은 모두 공감할거에요. 빨리 해결해주세요!,1,0,2024-04-02 18:13:24,0
유밍,시흥시는 왜없어요 ㅡㅡ,1,0,2024-01-31 20:09:35,0
이상미,처음 가입하려고 인증하래서 했더니 휴면계정이라며 다른사람 이메일이 뜨며 휴면해제하라고하네요! 완전 찝찝...어떻게 이런일이...,1,0,2023-01-31 23:24:36,0
최병희,지역화폐앱깔고 9월부터 계속 결재안되서 못하고 불편하다,1,0,2023-11-05 08:25:16,0
호정권,리치밸리 1층,2,0,2024-05-10 16:00:21,0
포토그라피,어제 오늘 앱은 왜 열리지 않는거죠?,2,0,2023-05-26 21:25:28,0
jolang mal,아니 마트 이런데는 그렇다쳐도 시장은 다 받아야 정상 아닌가요. 프랜차이즈말고 지역상권 살리려는 취지인데 갈수록 시장에서도 나몰라라 안받는곳이 늘어나니 이게 무슨...,2,0,2024-05-24 00:45:07,0
이강현,적어도 국가가 관여 된 앱에서는 '접근성'이라는 게 고려 되어야하지 않을까요? 건의를 했는데도 반영이 없는 걸 보면 참 답답합니다. 저는 시각장애인인데요. 버튼들에 '라벨'이 없어 접근할 수 없는 메뉴도 많거니와 실지로 어떤 버튼인지 확인할 수 없는 경우가 많군요. 보신다면 개선 부탁드립니다.,2,606,2023-08-09 12:53:20,0
yoonsu kim,지금 거의 3주 넘게 접속이 안되고 있는데요. 어플에서 네트워크접속환경이 아니라고만 뜨고. 지웠다 다시 설치해도 내용은 같습니다. 고객센터에 연락했지만 5분정도 기다려야 한다는 응답만 나오고 계속 상담사연결이 안되네요 ㅜㅜ 잘되다가 갑자기 왜 이런건지 너무 답답합니다. 진짜 상담사가 있긴 한건가요? 예상대기 시간이 3분이라 했으면서 연결대기만 10분 넘게 시키고 이렇게 운영할거면 다른 방법을 찾아야 하지 않나요?? 한 달째 먹통인 어플을 가지고 대책 공지사항도 없고 이메일 답변도 없고 고객센터로 전화달라고 하고 응답도 안하고... 바쁜시간 뭐하자는 겁니까?,2,2,2023-06-16 13:45:37,0
최영주,앱이 초기 로딩상태 페이지에서 더이상 실행되지 않습니다.,2,0,2023-02-28 21:03:38,0
윤수환,ㆍ ㄷㄴㄷㅈㆍㅈㅅㅈㅅㅊㅎㅈ5ㅅㄴ스즈ㅡㅡ트ㅡㄷㆍ ㅡㅡㅡ츠,2,0,2023-08-27 16:11:41,0
yoonsu kim,지금 거의 3주 넘게 접속이 안되고 있는데요. 어플에서 네트워크접속환경이 아니라고만 뜨고. 지웠다 다시 설치해도 내용은 같습니다. 고객센터에 연락했지만 5분정도 기다려야 한다는 응답만 나오고 계속 상담사연결이 안되네요 ㅜㅜ 잘되다가 갑자기 왜 이런건지 너무 답답합니다. 진짜 상담사가 있긴 한건가요? 예상대기 시간이 3분이라 했으면서 연결대기만 10분 넘게 시키고 이렇게 운영할거면 다른 방법을 찾아야 하지 않나요?? 한 달째 먹통인 어플을 가지고 대책 공지사항도 없고 이메일 답변도 없고 고객센터로 전화달라고 하고 응답도 안하고... 바쁜시간 뭐하자는 겁니까?,2,2,2023-06-16 13:45:37,0
EatingPleaure,자동충전에서 결제금액 5만원 이하시 무조건 5만원 기준인게 바꼈으면 좋겠어요. 만원 충전되어있는데 12000원 결제시 1만원 충전되면 좀 좋아..,2,0,2024-01-27 13:15:10,0
포토그라피,어제 오늘 앱은 왜 열리지 않는거죠?,2,0,2023-05-26 21:25:28,0
jinA Jung,어플 안들어가져요,2,0,2023-04-20 09:50:12,0
EatingPleaure,자동충전에서 결제금액 5만원 이하시 무조건 5만원 기준인게 바꼈으면 좋겠어요. 만원 충전되어있는데 12000원 결제시 1만원 충전되면 좀 좋아..,2,0,2024-01-27 13:15:10,0
호정권,리치밸리 1층,2,0,2024-05-10 16:00:21,0
중훈(사시미 쩜),이거근데 구버전이 난거 같은데요. 요전은 보안 이데는건가요 궁금하네요,2,0,2024-01-31 08:51:36,0
김재규,45tt듀322-ㅡㅜㄴ7 6,2,0,2024-06-23 20:22:39,0
최경래,",ㅡ,,,ㄹ아나오늘학교잘못,,.,ㆍ,,ㄹ아,,ㄹ아나,,,ㄹ아나오늘학교, ㄹ아나,,,,,,,",2,0,2023-11-06 08:50:05,0
박준석,ㅡㅡㅡㅡ즏ㅌ,2,0,2024-04-16 10:10:06,0
이강현,적어도 국가가 관여 된 앱에서는 '접근성'이라는 게 고려 되어야하지 않을까요? 건의를 했는데도 반영이 없는 걸 보면 참 답답합니다. 저는 시각장애인인데요. 버튼들에 '라벨'이 없어 접근할 수 없는 메뉴도 많거니와 실지로 어떤 버튼인지 확인할 수 없는 경우가 많군요. 보신다면 개선 부탁드립니다.,2,606,2023-08-09 12:53:20,0
OOO오빠야,어처구니 없네 폐업된 가게가 많은데 홈페이지에서 댓글도 못달고 좋아요 표시만 누르라는건 뭐여,3,2,2024-04-30 10:55:03,0
권계순,좋아요,3,0,2023-07-27 07:43:22,0
tk k,잘사용하고있긴한데 점점 쓸수있는곳이 줄어들어요 대형병원에서 안되고 마트도 좀 큰지역마트는 사용못하고 이번에는 동네중국집에서도 사용이 안된다고합니다,3,2,2024-05-05 23:45:20,0
정영철,페이 기능 좀 추가해주세요. 실물카드 들고다니기 귀찮아요!!,3,0,2023-11-09 18:37:24,0
dempsie joe,계좌연결이 안됩니다. 고객확인정보등록-자택주소 입력하려는데 검색창에서 버퍼링 걸리다 자꾸 멈추네요,3,0,2023-08-16 10:31:52,0
김태근,까꿍 월곶p,3,0,2022-11-25 16:31:08,0
suchul chung,07050066ㅡ0◇₩ 듣 B ㅇ ㅣㅇ ㄱㅇ00 0 s q exh ㅣㅣㅣㅣㅣ0100 01 10 10 50 5,3,0,2023-05-11 16:40:16,0
안광조,카드손상이많음,3,0,2024-01-25 16:28:16,0
dempsie joe,계좌연결이 안됩니다. 고객확인정보등록-자택주소 입력하려는데 검색창에서 버퍼링 걸리다 자꾸 멈추네요,3,0,2023-08-16 10:31:52,0
Hee Yeon Cho,업데이트하니까 가맹점 검색에 가게들이 안떠요,3,0,2024-02-04 13:07:47,0
권계순,좋아요,3,0,2023-07-27 07:43:22,0
J Lee,제발 푸루 챗봇 좀 치워주세요. 열때마다 불편. 보통 내지갑 보러 들어가는데 매번 방해됩니다.,3,1,2022-10-14 15:15:59,0
Blank Blank,전엔 안그랬는데 갑자기 와이파이로는 앱 실행(연결)이 안됩니다 데이터 켜야만 됩니다,3,0,2023-06-30 14:04:09,0
Hee Yeon Cho,업데이트하니까 가맹점 검색에 가게들이 안떠요,3,0,2024-02-04 13:07:47,0
김태근,까꿍 월곶p,3,0,2022-11-25 16:31:08,0
자매랑랑 (랑랑 자매),경기지역화폐라면 거대한 경기도 아무곳에서 통합적으로 사용할수있으면 좋을것같다는 생각이 듭니다. 그게 진정한 경기지역화폐아닐까요?,3,1,2022-12-29 16:44:42,0
OOO오빠야,어처구니 없네 폐업된 가게가 많은데 홈페이지에서 댓글도 못달고 좋아요 표시만 누르라는건 뭐여,3,2,2024-04-30 10:55:03,0
나준수,좋은하루되세요,3,0,2024-02-08 22:05:17,0
H KO,아 저 푸루새기 좀 없애든가 옮겨주세요ㅋㅋ아 내지갑누르다 자꾸 눌려요,3,0,2022-09-30 21:45:49,0
슈슝슝,예전에 바코드 있었던거 같은데 안보임. ui불편해요.. 가맹점신청이 카드사용보다 더 자주 사용되는건가..? 하아.. 실물카드를 매번 들고다니라는건지.. 아님 샅샅이 뒤져보고 써야했던건지 참ㅎ,3,1,2024-06-22 19:13:16,0
hitman9475이상철,잘 되다가 갑자기 이번달 신규충전하려니까 연결계좌의 일일 출금이체 한도를 초과하였습니다. 한도를 확인해주세요 라는 메시지가 나오며 충전이 안됩니다. 연결되어있는 계좌의 출금한도는 일 천만원으로 충분하고 사용한적도 없는데 말이죠. 업데이트와 함께 오류가 발생중인거 같으니 빨리 해결해주세요. 연결계좌는 농협입니다. 지역농협이에요,3,18,2024-02-01 21:06:32,0
Vladimir “Vladimirovich” Vladimirovich,"설정에서 화면테마 메뉴를 새로 만들고 ""다크모드""기능도 추가해주셨으면 합니다.",3,0,2024-03-08 09:30:06,0
정영철,페이 기능 좀 추가해주세요. 실물카드 들고다니기 귀찮아요!!,3,0,2023-11-09 18:37:24,0
Go Gi,결제 후 알림메세지가 올때 차감액뿐만 아니라 잔액도 같이 알려주면 좋겠어요,4,0,2023-02-17 15:52:34,1
오희숙,자유롭게 쓸수있어 편리해서좋습니다,4,1,2024-05-02 09:55:52,1
김순남,ㅣㄴ신,4,0,2023-08-23 10:30:35,1
최성순,충전금액 선공제가 유용함,4,0,2022-10-09 14:08:08,1
안병길,음성 노오눈ㄴㆍㄴ,4,0,2024-05-04 09:29:15,1
강승기,지역이 한정되어 여러곳에서 쓸수없는게 아쉽습니다 많은곳에서 사용 가능하게 가입점포가 늘어나도록 유도해주기 부탁합니다.,4,0,2023-11-01 08:07:13,1
김영찬,이 앱을 쓰고있는 초등학생입니다 제가 잘 몰를 수 있지만 돈이 들어오면 로그인을 해야 합니다 그래서 용돈이 들어오면 로그인을 해야되서 번거롭습니다. 이것 말곤 제가 느끼기엔 다 좋습니다,4,0,2023-09-02 19:29:39,1
손민혁,베트남인데 앱 접속이 안되요. 되게 해주세요,4,0,2023-06-01 20:49:09,1
박호철,편리함,4,0,2023-08-15 12:12:41,1
한성관,89al ⁷,4,0,2023-12-10 10:52:10,1
김영찬,이 앱을 쓰고있는 초등학생입니다 제가 잘 몰를 수 있지만 돈이 들어오면 로그인을 해야 합니다 그래서 용돈이 들어오면 로그인을 해야되서 번거롭습니다. 이것 말곤 제가 느끼기엔 다 좋습니다,4,0,2023-09-02 19:29:39,1
백선혜,사용하기 편해요,4,0,2024-03-18 09:14:56,1
김순남,ㅣㄴ신,4,0,2023-08-23 10:30:35,1
한동화,ㄴ느ㅡ,4,0,2023-03-07 11:17:28,1
서유리,모바일결재는 안될까요?,4,0,2023-04-24 13:01:30,1
박수정,지역경제에 도움이 되길 바라며~,4,0,2023-08-19 10:39:23,1
백선혜,사용하기 편해요,4,0,2024-03-18 09:14:56,1
손민혁,베트남인데 앱 접속이 안되요. 되게 해주세요,4,0,2023-06-01 20:49:09,1
또오치,선물하기가 없네요 서울에서 제로페이 사용하다 경기도로 이사온 후 경지기역화폐 설치했는데 제로페이는 선물하기가 있어 자주이용했는데 경기화폐는 본인이 출금하지못하는 계좌에 돈을 묶는 구조네요.. 개선이 필요해 보입니다.,4,0,2023-06-21 14:35:59,1
오희숙,자유롭게 쓸수있어 편리해서좋습니다,4,1,2024-05-02 09:55:52,1
평화,편리해서 좋은데삼십만원이상 사용시 삼만원 혜탁만 받을수 있는게 아쉽네요,4,0,2023-01-26 16:11:57,1
홍순원,잘 사용하고 있어요,4,0,2024-04-10 06:50:26,1
산수,"앱 사용과 관련해서 크게 불편한 점은 없네요. 가끔 오류가 뜨기는 하는데 크게 문제될 정도는 아니니 그러려니 합니다. 다만, 관련 예산이 축소된 탓인지 모르겠지만 가맹점 수가 많이 축소된 느낌이네요. 동네 마트에서 사용할 수 있던 게 안되니 은근히 불편하네요. 여기에 하소연 할 건 아니지만 가맹점 기준을 조금 더 완화 시켜 마트에서도 사용될 수 있게 해주면 좋겠습니다.",4,36,2023-04-15 10:10:33,1
유범열,ㅡ등,4,0,2024-07-26 15:18:54,1
이수정,더 많은 곳에서 사용하면 좋겠네요,4,0,2024-02-12 07:11:10,1
하용운,?. 0,4,0,2022-09-29 23:15:53,1
칠리맛양면감자,어플 내에서 가맹점 검색 가능하게 된 건 좋아요. 근데 지도가 터무니없는 위치로 뜨는 경우가 많아서 기능이 존재하지않을 때보다 괜히 더 헷갈립니다. 틀린 위치로 등록되어있으면 거리순으로 뜨는 기능도 아무 의미가 없습니다.,4,316,2024-04-21 18:24:37,1
강승기,지역이 한정되어 여러곳에서 쓸수없는게 아쉽습니다 많은곳에서 사용 가능하게 가입점포가 늘어나도록 유도해주기 부탁합니다.,4,0,2023-11-01 08:07:13,1
산수,"앱 사용과 관련해서 크게 불편한 점은 없네요. 가끔 오류가 뜨기는 하는데 크게 문제될 정도는 아니니 그러려니 합니다. 다만, 관련 예산이 축소된 탓인지 모르겠지만 가맹점 수가 많이 축소된 느낌이네요. 동네 마트에서 사용할 수 있던 게 안되니 은근히 불편하네요. 여기에 하소연 할 건 아니지만 가맹점 기준을 조금 더 완화 시켜 마트에서도 사용될 수 있게 해주면 좋겠습니다.",4,36,2023-04-15 10:10:33,1
강성중,카드 죄측은 경기 지역 화폐 우측은 과천화폐 과천토리로 되어 있는데 경기지역 사용이 안되더군요 금번 새로 발급 받것은 경기 지역도 가능 한지요,5,0,2023-04-10 13:20:02,1
박명수,지역에 도움이 되어서 좋아요,5,0,2023-02-15 01:07:19,1
난생처움인세상 (용궁도령),Geheueiejd,5,0,2024-04-20 14:10:17,1
세세마밍,혜택도 좋고 부천에서 사용하기 좋아요,5,0,2024-01-31 15:25:11,1
박수현,굿,5,0,2023-01-29 12:13:25,1
김관권,편리하게 사용할수 있어요.,5,0,2023-08-01 15:50:30,1
Sunshine,제한된곳이많아서불편함,5,0,2023-10-27 10:49:57,1
이동근,아주좋아요 ~~~~~^^,5,0,2023-11-09 14:54:46,1
김동민,한 5분 10분 사이에 또 잘 나오네요. 😒 ----- 현재 최신버전(453.001.00) 사용 중인데 앱 메인화면 최상단 카드 잔액 표시되는 부분이 이상하네요. 카드 신청하기 카드 등록하기 버튼이 나옵니다. 하단 내 지갑 버튼 눌러서 들어가보면 카드 잘 등록되어 있는데요.,5,0,2023-03-15 18:15:39,1
대한독립만세,사용학기 편리합니다,5,0,2023-08-09 10:41:59,1
김순자,편리하고 카드 보단 이익이 있는점,5,0,2024-05-02 14:52:20,1
김소연,너무 잘사용중입니다. 혜택이좋아요,5,0,2024-01-30 20:37:01,1
Jin Hwang,편하고 혜택이 신용카드 보다 좋아요.,5,0,2023-11-30 01:21:25,1
Jae Chun Eom,최고의 아이디어로 일반인 들에게 꼭 필요한 제도임 이 아이디어 제안자에게 끔찍한 포상을 반드시 주셔야 할 것입니다 정말 최고의 입니다 감사히 잘 사용하고 있습니다,5,2,2023-09-21 15:14:52,1
이영순,시민의 경제와 지역경제 활성화방안으로 사용해온 경기사랑 카드로인하여 가정경제에도 도움이 많이 되었고 용이하게 잘쓰고있으며 지속적으로 사용할수있기를 희망합니다.,5,1,2024-03-04 16:34:56,1
고길동,소득공제와 인센티브 그리고 소상공인에게 도움이 되니 좋아요 사용하기도 편해요,5,2,2023-01-02 10:26:10,1
다은아빠,삼성페이 등록하려는데금융기관의 서버에 연결할수없다는데 해결방안이 있나요,5,1,2023-08-10 10:33:30,1
정열적으로,갑자기 앱실행이 안되네요 대처방법 좀부탁드립니다,5,0,2023-05-10 19:23:08,1
김라영,😀 👍 😀 👍 😀 👍,5,0,2022-11-16 19:19:18,1
삼돌이,아주 만족입니다.,5,0,2024-01-31 11:38:46,1
정승재,좋아요,5,0,2023-04-09 19:08:07,1
김경준,굿이요~~잘쓰고 있습니다~,5,0,2023-08-16 15:22:06,1
이상미,보기 편하고 사용하기도 편해서 잘 사용하고 있습니다. 감사합니다.,5,0,2023-08-10 17:13:53,1
연세우유,🐳연세우유🐳,5,0,2023-04-14 14:08:56,1
Cho Myeongjin (Brown),배터리 소모가 심하시다면 걸음수 측정을 완전히 끄시면 됩니다. 앱개발사에서는 걸음수측정 로직을 재확인 해보시길 권해드립니다.,5,0,2024-08-03 01:12:30,1
봉종산,참좋음,5,0,2024-01-30 12:02:08,1
김일환,좋아요,5,0,2024-02-07 19:48:10,1
이경희,편리함,5,0,2024-06-20 10:07:51,1
남성이선규,감사합니다,5,0,2024-05-04 16:55:47,1
seokjoo Son,윤석렬이가 인센티브 혜택 축소하는거냐?,5,0,2023-02-26 21:13:28,1
현웅,성남시는 조회가 안되던데 경기지역화폐 지원을 안해서 그런가요?,5,0,2024-03-02 10:36:54,1
김우식,편리하게 사용가능,5,0,2023-02-24 14:46:23,1
김동춘,가맹점 많고 사용하기 편리하고 혜택도 많아 사용하기 좋아요~,5,0,2024-01-31 06:40:26,1
김정희,가족 주말 식사비로 아주 유용하게 사용하고 있습니다,5,0,2024-02-07 17:32:26,1
만취요괴,좋아요 영원히 사라지지 않았으면 좋겠어요,5,0,2023-07-27 12:14:36,1
모상보,좋아요,5,0,2023-03-18 10:02:20,1
BHK,잔액확인 편하게 위젯 좀 만들어주세요.,5,0,2023-03-20 01:58:08,1
최광용,쓸모 있어요.,5,0,2023-09-16 17:43:45,1
손승우,그냥 진짜로 최고 입니다,5,0,2023-02-26 11:56:27,1
박준,좋아요 편리해요,5,0,2023-02-23 13:00:24,1
장금식,만족합니다,5,0,2024-04-08 08:59:20,1
김정희,가족 주말 식사비로 아주 유용하게 사용하고 있습니다,5,0,2024-02-07 17:32:26,1
정다희,좋아요,5,0,2023-02-08 12:09:25,1
Bong Jo,쓰기편하게 잘만들었음.,5,0,2023-01-31 14:06:09,1
조선택,감사합니다,5,0,2024-03-10 12:34:49,1
정석재,경기도에 최적앱🍌,5,0,2024-07-02 06:58:11,1
김명수,ㆍㄹㅊㅅ드ㅡㅆㅁㅇ,5,0,2022-10-05 11:00:27,1
